pair_id,kn_word,te_word,kn_iso,te_iso,synset_id,gloss_en,candidate_source,label,origin,annotator,notes
B000038,ಅಪ್ರೀತಿ,అప్రీతి,aprīti,aprīti,,kn: ಯಾವುದೇ ಸಂಗತಿ ಮತ್ತು ವಿಷಯಗಳಲ್ಲಿ ಆಸಕ್ತಿ ಇಲ್ಲದಿರುವುದು ಅಥವಾ ಮನಸ್ಸಿಗೆ ಒಪ್ಪದಿರುವುದು || te: పనిని ఆపడానికి వ్యతిరేకంగా చేసే క్రియ,form_similar,,,,
B000039,ಅಭಿವೃದ್ಧಿ,అభివృద్ధి,abhivr̥ddhi,abhivr̥ddhi,,kn: ಇರುವ ಸ್ಥಿತಿಯನ್ನು ಉತ್ತಮಗೊಳಿಸುವುದು ಅಥವಾ ಉತ್ತಮಗೊಳ್ಳುವಂತೆ ಕೆಲವು ಕಾರ್ಯಕ್ರಮಗಳನ್ನು ಹಮ್ಮಿಕೊಂಡು ಇರುವ ಸ್ಥಿತಿಯನ್ನು ಸುಧಾರಿಸುತ್ತಾ ಹೋಗುವುದು || te: ఉన్నత స్థితికి చేరుకునే కార్యం లేదా భావన,form_similar,,,,
B000040,ಅಭ್ಯಾಸಿ,అభ్యాసి,abhyāsi,abhyāsi,,kn: ಅವನು ಯಾರಿಗಾದರು ಏನ್ನಾದರು ಸ್ವಲ್ಪ ಬರೆಯುವುದು ಅಥವಾ ಓದುವುದನ್ನು ಹೇಳಿಕೊಟ್ಟಿರುವುದು || te: విద్యను అభ్యసించేవాడు,form_similar,,,,
B000041,ಅಮುಕು,అముకు,amuku,amuku,,kn: ಯಾರೋ ಒಬ್ಬರನ್ನು ತಕ್ಷಣ ಹಿಡಿದು ಅಮುಕುವ ಕ್ರಿಯೆ ಅಥವಾ ಭಾವನೆ || te: ఒక వస్తువుపై ఒత్తిడి తీసుకొని రావడం,form_similar,,,,
B000042,ಅಮೆರಿಕಾ,అమెరికా,amerikā,amerikā,,kn: ಅಮೆರೀಕಾದ ಅಥವಾ ಅಮೆರಿಕಾಗೆ ಸಂಬಂಧಿಸಿದ || te: ఉత్తర అమెరికా యొక్క ఒక దేశము.,form_similar,,,,
B000043,ಅಯೋನಿಜ,అయోనిజ,ayōnija,ayōnija,,kn: ಯಾವುದು ಜನ್ಮವನ್ನು ಹೊಂದಿಲ್ಲವೋ || te: యోని ద్వారా వుత్పన్నం కానటువంటి,form_similar,,,,
B000044,ಅಯ್ಯೋ,అయ్యో,ayyō,ayyō,,kn: ಬಾಯಿಯಿಂದ ಹೊರಬರುವಂತಹ ನೋವಿನ/ವ್ಯಥೆಯ ಪೂರಕವಾದ ಶಬ್ದ || te: అయ్యో,form_similar,,,,
B000045,ಅರ,అర,ara,ara,,kn: ಅವನು ತುಂಬಾ ದೊಡ್ಡ ರಾಜ ಅವನ ಅಧೀನದಲ್ಲಿ ಅನೇಕ ರಾಜರುಗಳು ಮತ್ತು ರಾಜ್ಯಗಳು ಇದ್ದವು || te: ఏదైనా సంఖ్యలోని సగ భాగము.,form_similar,,,,
B000046,ಅರಚು,అరచు,aracu,aracu,,"kn: ವೇಗವಾದ, ಜೋರಾದ ಶಬ್ದ ಯಾರನ್ನಾದರು ಕರೆಯುವಿಕೆಯಾಗಿರುತ್ತದೆ || te: గట్టిగా కెవ్వుమని అరవడం",form_similar,,,,
B000047,ಅರಿ,అరి,ari,ari,,kn: ಯಾವುದಾದರು ವಿಷಯವನ್ನು ತಿಳಿದುಕೊಳ್ಳುವುದು || te: శత్రుత్వము గల మనిషి.,form_similar,,,,
B000048,ಅರುಚು,అరుచు,arucu,arucu,,kn: ಕರ್ಕಶ ಅಥವಾ ತೀಕ್ಷಣ ಸ್ವರದಿಂದ ಚೀರುವುದು-ಕಿರುಚುವುದು || te: గుర్రపు అరుపు,form_similar,,,,
B000049,ಅರ್ಜುನ,అర్జున,arjuna,arjuna,,kn: ಅಭಿಮನ್ಯು ಸುಭದ್ರೆಯ ಮಗ || te: ఎక్కువగా దేవుళ్ళకు పెట్టే పూలు,form_similar,,,,
B000050,ಅರ್ಧ,అర్ధ,ardha,ardha,,kn: ಯಾವುದಾದರು ವಸ್ತುವಿನ ಅರ್ಧ ಪ್ರಮಾಣ ಅಥವಾ ಭಾಗ || te: ఏదైనా సంఖ్యలోని సగ భాగము.,form_similar,,,,
B000051,ಅಲ್ಲಾಡು,అల్లాడు,allāḍu,allāḍu,,kn: ಅಲ್ಲಾಡುವ-ಹೊಯ್ದಾಡುವಂತಹ || te: చిన్న చిన్న పురుగులు వేగంగా అటు ఇటు తిరగడం,form_similar,,,,
B000052,ಅವಕಾಶವಾದಿ,అవకాశవాది,avakāśavādi,avakāśavādi,,kn: ಅವಕಾಶವಾದಕ್ಕೆ ಸಂಬಂಧಿಸಿದ || te: అదును చూసి కావలసింది తీసుకోవడం,form_similar,,,,
B000053,ಅವರೋಹಣ,అవరోహణ,avarōhaṇa,avarōhaṇa,,kn: ಮೇಲಿನಿಂದ ಕೆಳಕ್ಕೆ ಇಳಿಯುವ ಕ್ರಿಯೆ ಅಥವಾ ಇಳಿಮುಖವಾದ ಚಲನೆ || te: పై నుండి కిందికి వచ్ఛే స్థాయి.,form_similar,,,,
B000054,ಅವಶ್ಯ,అవశ్య,avaśya,avaśya,,kn: ಖಂಡಿತವಾಗಿ || te: శీతకాలంలో దట్టంగా వ్యాపించే గాలిలోని సూక్ష్మమైన జల కణం,form_similar,,,,
B000055,ಅವಹೇಳನ,అవహేళన,avahēḷana,avahēḷana,,kn: ಜ್ಞಾನ ಅಥವಾ ಆದೇಶವನ್ನು ಕೇಳದಂತಹ || te: ఎగతాళిగా గేలి చేసి మాట్లాడటం.,form_similar,,,,
B000056,ಅವಿಸ್ಸು,అవిస్సు,avissu,avissu,,"kn: ಮಂತ್ರ ಸಹಿತವಾಗಿ ಧೂಪ, ಸಾಮ್ರಾಣಿ ಮೊದಲಾದವುಗಳನ್ನು ಅಗ್ನಿಗೆ ಆಗುವ ಕ್ರಿಯೆ || te: కపాలం ద్వారా తయారుచేసే రొట్టె",form_similar,,,,
B000057,ಅವ್ವ,అవ్వ,avva,avva,,kn: ಜನ್ಮ ಪಡೆದ ಸ್ತ್ರೀ || te: బైబిల్ ను అనుసరించి సమస్థ మానవాలికి తల్లి లేదా ఆదాము భార్య,form_similar,,,,
B000058,ಅಶ್ವಾರೋಹಿ,అశ్వారోహి,aśvārōhi,aśvārōhi,,kn: ಯಾರೋ ಒಬ್ಬರು ಕುದುರೆಯ ಮೇಲೆ ಸವಾರಿ ಮಾಡುವರು || te: గుర్రాన్ని నడిపించువాడు.,form_similar,,,,
B000059,ಅಸಲು,అసలు,asalu,asalu,,kn: ವಸ್ತುಸ್ಥಿತಿಯ ವ್ಯಕ್ತಿನಿಷ್ಠ ಇಲ್ಲವೇ ವಸ್ತುನಿಷ್ಠ ಸತ್ಯತೆಗೆ ಅನುಸಾರವಾಗಿ || te: కూడబెట్టిన ధనము,form_similar,,,,
B000060,ಅಸಹ್ಯಕರ,అసహ్యకర,asahyakara,asahyakara,,kn: ಜುಗುಪ್ಸೆಯಿಂದ ಉಂಟಾಗುವ ಭಾವ || te: పదిమందిలో చేయకూడని పనులు లేదా మాటలు,form_similar,,,,
B000061,ಅಸುರಾರಿ,అసురారి,asurāri,asurāri,,kn: ಹಿಂಧೂಗಳ ಪ್ರಕಾರ  ಸೃಷ್ಟಿಯನ್ನು ಪಾಲನೆ ಮಾಡುತ್ತಿರುವುದು ಒಬ್ಬನೇ ದೇವರು || te: అమృతం త్రాగి అమరులై స్వర్గంలో ఉంటూ పూజలందుకునేవారు,form_similar,,,,
B000062,ಅಸ್ಪೃಶ್ಯತ,అస్పృశ్యత,aspr̥śyata,aspr̥śyata,,kn: ಮುಟ್ಟಬಾರದ ಅಥವಾ ಅಸ್ಪೃಶ್ಯ ಹೊಂದುವ ಸ್ಥಿತಿ ಅಥವಾ ಭಾವನೆ || te: ముట్టుకోవడానికి వీలుకానిది,form_similar,,,,
B000063,ಅಸ್ವೀಕೃತಿ,అస్వీకృతి,asvīkr̥ti,asvīkr̥ti,,kn: ಯಾವುದೇ ವಸ್ತು ಸಂಗತಿಯನ್ನು ಒಪ್ಪಿಕೊಳ್ಳದೆ ನಿರಾಕರಿಸುವುದು || te: స్వీకృతి లేకపోవడం.,form_similar,,,,
B000064,ಅಸ್ಸಾಮಿ,అస్సామి,assāmi,assāmi,,kn: ಅಸ್ಸಾಮ್ ರಾಜ್ಯಕ್ಕೆ ಸೇರಿದವ || te: అస్సామీ భాషను మాట్లాడేవారు,form_similar,,,,
B000065,ಅಸ್ಸಾಮೀ,అస్సామీ,assāmī,assāmī,,kn: ಅಸ್ಸಾಂ ರಾಜ್ಯದ ಭಾಷೆ || te: అస్సామీ భాషతో సంబంధించినది లేదా అస్సామీ భాష యొక్క,form_similar,,,,
B000066,ಅಹಂ,అహం,ahaṁ,ahaṁ,,kn: ತುಂಬಾ ಜಂಬದಿಂದ  ಮಾತನಾಡುವ ಕ್ರಿಯೆ || te: నేనే గొప్పవాడనే భావం,form_similar,,,,
B000067,ಅಹಂಕಾರಿ,అహంకారి,ahaṁkāri,ahaṁkāri,,kn: ದುರಭಿಮಾನ ಅಥವಾ ದರ್ಪದಿಂದ ತುಂಬಿರುವ || te: మిడిసిపాటు గల వ్యక్తి,form_similar,,,,
B000068,ಅಹಲ್ಯ,అహల్య,ahalya,ahalya,,kn: ಗೌತಮ ಋಷಿಯ ಪತ್ನಿ ಅವನ ಶಾಪದಿಂದಾಗಿ ಕಲ್ಲಾಗಿದ್ದಳು || te: దశరధుని రెండవ భార్య,form_similar,,,,
B000069,ಆಕೃತಿ,ఆకృతి,ākr̥ti,ākr̥ti,,"kn: ಯಾವುದಾದರೂ ವಸ್ತುವಿನ ಹೊರಗೆ ಮತ್ತು ದಿಶೆಯ ವಿಷಯದಲ್ಲಿ ಅದರ ಉದ್ದ, ಅಗಲ, ವಿಸ್ತಾರ, ಪ್ರಕಾರ, ಸ್ವರೂಪ ಎಲ್ಲದರ ಜ್ಞಾನ || te: ఏదైన వస్తువుకు ఆకారము లేదా ఒక రూపము కలిగి ఉండుట",form_similar,,,,
B000070,ಆಕ್ರಂದನ,ఆక్రందన,ākraṁdana,ākraṁdana,,"kn: ವೇಗವಾದ, ಜೋರಾದ ಶಬ್ದ ಯಾರನ್ನಾದರು ಕರೆಯುವಿಕೆಯಾಗಿರುತ್ತದೆ || te: బాధతోకూడినటువంటి భావన",form_similar,,,,
B000071,ಆಗು,ఆగు,āgu,āgu,,kn: ಘಟನೆಯ ರೂಪದಲ್ಲಿ ಆಗುವುದು || te: వెళ్లుతున్నప్పుడు కలిగే అవరోధం,form_similar,,,,
B000072,ಆಗ್ನೇಯ,ఆగ్నేయ,āgnēya,āgnēya,,kn: ಚಂದ್ರನು ಕೃತ್ತಿಕಾ ನಕ್ಷತ್ರಕ್ಕೆ ಬಂದಂತಹ ಸಮಯ || te: నిప్పుతో తడపడం,form_similar,,,,
B000073,ಆಡು,ఆడు,āḍu,āḍu,,kn: ಒಂದು ಬಗೆಯ ಹಾಲು ಕೊಡುವ ಹೆಣ್ಣು ಪ್ರಾಣಿ || te: మానసిక వుల్లాసం కొరకు లేదా శారీరిక వ్యాయామం చేయడానికి అటు-ఇటు పైకి క్రిందికి దూకడం లాంటివి చేయడం,form_similar,,,,
B000074,ಆದಿಶಕ್ತಿ,ఆదిశక్తి,ādiśakti,ādiśakti,,kn: ಶಿವನ ಹೆಂಡತಿ || te: సింహాన్ని వాహనంగా కలిగిన దేవత,form_similar,,,,
B000075,ಆದ್ಯ,ఆద్య,ādya,ādya,,kn: ಮಹತ್ವ ಅಥವಾ ಅವಶ್ಯಕತೆಯ ಕ್ರಮದಲ್ಲಿ ಸ್ಥಾಪಿದವ ಸ್ಥಿತಿ || te: శివుడి యొక్క భార్య,form_similar,,,,
B000076,ಆಪು,ఆపు,āpu,āpu,,kn: ಯಾವುದೇ ಕೆಲಸ ಮಾಡಲು ಉಪಯೋಗವಾಗುವ ಬಲ || te: మాట్లాడుతూ మాట్లాదుతూ ఆగి విరామం ఇవ్వడం.,form_similar,,,,
B000077,ಆಫೀಸು,ఆఫీసు,āphīsu,āphīsu,,"kn: ಆ ಜಾಗ ಯಾವುದಾದರು ವಿಷಯದ ವ್ಯಾಪಾರ ಅಥವಾ ಕಾರ್ಯಾದ ವ್ಯವಸ್ಥೆ ಮಾಡುವ ಕೆಲಸಗಾರರು ಕುಳಿತುಕೊಂಡು ಎಲ್ಲಾ ಕೆಲಸಗಳನ್ನು ಸರಿಯಾಗಿ ನಿಯಮಿತವಾದ ರೂಪದಲ್ಲಿ ಮಾಡುತ್ತಾರೆ || te: ప్రబుత్వ,ప్రవేటు కార్యక్రమాలు జరిగే చోటు",form_similar,,,,
B000078,ಆರ್ಯ,ఆర్య,ārya,ārya,,"kn: ಮನುಷ್ಯಕುಲದಲ್ಲಿ ಉತ್ತಮ ಕುಲವನ್ನು ಪ್ರತಿನಿಧಿಸುವ ಮೂಲ ಕುಲ ಅಥವಾ ತೀರಾ ಸಜ್ಜನಿಕೆಯಿಂದ ನಡೆದುಕೊಳ್ಳುವ ಉತ್ತಮ ಕುಲ ಅಥವಾ ಸಂಸ್ಕೃತ, ಲ್ಯಾಟೀನ್, ಪಾಸರ್, ಮೊದಲಾದವುಗಳನ್ನೊಳಗೊಂಡ ಇಂಡೋ ಯುರೋಪಿಯನ್ ಭಾಷಾ ಕುಲ ಅಥವಾ ಆ ಭಾಷೆಯನ್ನಾಡುವ ಜನ || te: శివుడి యొక్క భార్య",form_similar,,,,
B000079,ಆಸಕ್ತಿ,ఆసక్తి,āsakti,āsakti,,kn: ಆಸಕ್ತಿ ಹೊಂದುವ ಕ್ರಿಯೆ ಅಥವಾ ಭಾವನೆ || te: కావలనే భావనను ఎక్కవగా పెంచుకోవటం,form_similar,,,,
B000080,ಆಸ್ಟ್ರಿಯಾ,ఆస్ట్రియా,āsṭriyā,āsṭriyā,,kn: ಆಸ್ಟ್ರಿಯಾದ ಅಥವಾ ಆಸ್ಟ್ರಿಯಾಗೆ ಸಂಬಂಧಿಸಿದ || te: మధ్య ఐరోపా యొక్క ఒక పర్వత దేశం.,form_similar,,,,
