pair_id,kn_word,te_word,kn_iso,te_iso,synset_id,gloss,candidate_source,label,origin,annotator,notes
B000017,ಅತ್ತ,అత్త,atta,atta,,kn: ಇನ್ನೊಂದು ದಿಕ್ಕನ್ನು ನಿರ್ದೇಶಿಸುವುದು || te: భర్త లేక భార్య యొక్క తల్లి,form_similar,,,,
B000018,ಅತ್ಯಧಿಕ,అత్యధిక,atyadhika,atyadhika,,kn: ಯಾವುದಾದರೂ ನಿರ್ದಿಷ್ಟ ಸಂಖ್ಯಾ ಪ್ರಮಾಣಕ್ಕಿಂತ ಹೆಚ್ಚಾಗಿರುವ ಪ್ರಮಾಣ || te: చాలా ఎక్కువ సంఖ్యలో ఉన్న స్థితి,form_similar,,,,
B000019,ಅದುರು,అదురు,aduru,aduru,,kn: ವಿಪ್ಪತ್ತು ಅಥವಾ ಅನಿಷ್ಟ ಭಯದಿಂದ ಮನಸ್ಸಿನಲ್ಲಿ ಉತ್ಪತ್ತಿಯಾಗುವ ಮನಸ್ಸಿನ ಬದಲಾವಣೆ ಅಥವಾ ಭಾವ || te: ఆధికచలి వలన శరీరంలో వచ్చేది,form_similar,,,,
B000020,ಅಧಿಕಪ್ರಸಂಗಿ,అధికప్రసంగి,adhikaprasaṁgi,adhikaprasaṁgi,,kn: ಯಾರೋ ಒಬ್ಬರು ಅತಿಯಾಗಿ ಮಾತನಾಡುತ್ತಾರೆ || te: అనవసర మాటలు అతిగా మాట్లాడే వ్యక్తి.,form_similar,,,,
B000021,ಅಧಿಪತಿ,అధిపతి,adhipati,adhipati,,kn: ಸಭೆ ಅಥವಾ ಸಮಾಜದಲ್ಲಿ ಒಂದಾಗುವ ವ್ಯಕ್ತಿ || te: ఏపనైనా ముందుండి నడిపించువాడు,form_similar,,,,
B000022,ಅಧೋಗತಿ,అధోగతి,adhōgati,adhōgati,,"kn: ಯುದ್ಧ, ಕದನ ಮುಂತಾದ ಎದುರಾಳಿಗಳ ಅತಿಕ್ರಮಣದ ಸಂದರ್ಭದಲ್ಲಿ ಒಂದು ದೇಶ ಅಥವಾ ಪ್ರಾಂತ್ಯವು ಸೋತು ತನ್ನ ದನ ಧಾನ್ಯ ಸಂಪತ್ತು ಎಲ್ಲವನ್ನೂ ಕಳೆದುಕೊಳ್ಳುವಿಕೆ || te: పని చేయుటలో అందరి కంటే చివర ఉండటం.",form_similar,,,,
B000023,ಅಧ್ಯಕ್ಷ,అధ్యక్ష,adhyakṣa,adhyakṣa,,kn: ಸಭೆ ಅಥವಾ ಸಮಾಜದಲ್ಲಿ ಒಂದಾಗುವ ವ್ಯಕ್ತಿ || te: అధ్యక్షుడికి సంబంధించిన,form_similar,,,,
B000024,ಅಧ್ಯಾಯಿ,అధ్యాయి,adhyāyi,adhyāyi,,kn: ಯಾರೋ ಒಬ್ಬರು ಶಿಕ್ಷಣವನ್ನು ಪಡೆಯುತ್ತಿರುವರೋ || te: విద్యను అభ్యసించేవాడు,form_similar,,,,
B000025,ಅನಂತ,అనంత,anaṁta,anaṁta,,kn: ಕೊನೆಯೇ ಇಲ್ಲದಿರುವುದು || te: శివుడి యొక్క భార్య,form_similar,,,,
B000026,ಅನಾಮಿಕ,అనామిక,anāmika,anāmika,,kn: ಹೆಸರಿಲ್ಲದ ಅಥವಾ ಹೆಸರು ತಿಳಿಯದ || te: కవీశ్వరుడైన నిరాలుడు రచించిన ఒక పుస్తకం,form_similar,,,,
B000027,ಅನುಕೃತಿ,అనుకృతి,anukr̥ti,anukr̥ti,,kn: ಒಂದು ಭಾಷೆಯಲ್ಲಿ ಬರೆದಿರುವಂತಹ ವಸ್ತು ಅಥವಾ ಹೇಳಿರುವಂತಹ ಮಾತನ್ನು ಇನ್ನೊಂದು ಭಾಷೆಯಲ್ಲಿ ಬರೆಯುವ ಅಥವಾ ಹೇಳುವ ಕಾರ್ಯ || te: ఒక వస్తువు లాంటిదిగా కలిగిన మరొక వస్తువు రకము.,form_similar,,,,
B000028,ಅನುಗಾಮಿ,అనుగామి,anugāmi,anugāmi,,kn: ಆಜ್ಞೆಯನ್ನು ಪಾಲನೆ ಮಾಡುವ || te: ఎవరి సిద్ధాంతాన్నైనా ఒప్పుకొని మరియు దానికి అనుగుణంగా నడుచుకునే వ్యక్తి.,form_similar,,,,
B000029,ಅನುಚರಿ,అనుచరి,anucari,anucari,,kn: ಅವರು ಮನೆಯ ಕೆಲಸ ಮತ್ತು ಮನೆಯವರ ಸೇವೆಯನ್ನು ಮಾಡುತ್ತಾರೆ || te: ఎవరి సిద్ధాంతాన్నైనా ఒప్పుకొని మరియు దానికి అనుగుణంగా నడుచుకునే వ్యక్తి.,form_similar,,,,
B000030,ಅನುಜ,అనుజ,anuja,anuja,,kn: ವಯಸ್ಸಿನಲ್ಲಿ ಚಿಕ್ಕವನು || te: చెల్లెలు లేక అక్క.,form_similar,,,,
B000031,ಅನುರಕ್ತಿ,అనురక్తి,anurakti,anurakti,,"kn: ಸ್ತ್ರೀ ಮತ್ತು ಪುರಷರ ನಡುವಣ ಉಂಟಾಗುವ ಶೃಂಗಾರ ರೂಪದ, ಭಾವಾವಸ್ಥೆ || te: బలమైన అభిమానం",form_similar,,,,
B000032,ಅನ್ನ,అన్న,anna,anna,,kn: ತಿನ್ನುವುದಕ್ಕಾಗಿ ನೀರಿನಲ್ಲಿ ಬೇಸಿದ ಅಕ್ಕಿ || te: తమ్ముడికి ముందుపుట్టిన వాడు,form_similar,,,,
B000033,ಅನ್ಯಜಾತಿ,అన్యజాతి,anyajāti,anyajāti,,kn: ಬೇರೆ ಬೇರೆ ಜಾತಿಗೆ ಸೇರಿದವರನ್ನು ಗುರುತಿಸುವುದು || te: ఒక జాతిలో కాకుండా ఇంకోక జాతిలో పుట్టిన,form_similar,,,,
B000034,ಅಪರಾಜಿತ,అపరాజిత,aparājita,aparājita,,kn: ಸೋಲನ್ನು ಕಾಣದೇ ಇರುವಂತಹ || te: శివుడి యొక్క భార్య,form_similar,,,,
B000035,ಅಪ್ಪು,అప్పు,appu,appu,,kn: ಕಷ್ಟದ ಸಂದರ್ಭದಲ್ಲಿ ಅಥವಾ ಬಾಯಭೀತರಾದಾಗ ಒಬ್ಬರು ಇನ್ನೊಬ್ಬರನ್ನು ಆಶ್ರಯಿಸುವುದು || te: ఇతరుల దగ్గర తీసుకొను డబ్బు.,form_similar,,,,
B000036,ಅಪ್ರೀತಿ,అప్రీతి,aprīti,aprīti,,kn: ಯಾವುದೇ ಸಂಗತಿ ಮತ್ತು ವಿಷಯಗಳಲ್ಲಿ ಆಸಕ್ತಿ ಇಲ್ಲದಿರುವುದು ಅಥವಾ ಮನಸ್ಸಿಗೆ ಒಪ್ಪದಿರುವುದು || te: పనిని ఆపడానికి వ్యతిరేకంగా చేసే క్రియ,form_similar,,,,
B000037,ಅಭಿವೃದ್ಧಿ,అభివృద్ధి,abhivr̥ddhi,abhivr̥ddhi,,kn: ಇರುವ ಸ್ಥಿತಿಯನ್ನು ಉತ್ತಮಗೊಳಿಸುವುದು ಅಥವಾ ಉತ್ತಮಗೊಳ್ಳುವಂತೆ ಕೆಲವು ಕಾರ್ಯಕ್ರಮಗಳನ್ನು ಹಮ್ಮಿಕೊಂಡು ಇರುವ ಸ್ಥಿತಿಯನ್ನು ಸುಧಾರಿಸುತ್ತಾ ಹೋಗುವುದು || te: ఉన్నత స్థితికి చేరుకునే కార్యం లేదా భావన,form_similar,,,,
B000038,ಅಭ್ಯಾಸ,అభ్యాస,abhyāsa,abhyāsa,,kn: ಯಾವುದೇ ವಿಷಯ ಅಥವಾ ಸಂಗತಿಯನ್ನು ತಿಳಿಯಲು ಅಥವಾ ಕಲಿಯಲು ಅಥವಾ ದಕ್ಷತೆಯನ್ನು ಹೊಂದಲು ನಿರಂತರವಾಗಿ ಒಂದನ್ನು ಕಲಿಯುತ್ತಾ ಹೋಗುವುದು || te: పదే పదే ఒకదాని వైపు వెళ్లటం.,form_similar,,,,
B000039,ಅಭ್ಯಾಸಿ,అభ్యాసి,abhyāsi,abhyāsi,,kn: ಅವನು ಯಾರಿಗಾದರು ಏನ್ನಾದರು ಸ್ವಲ್ಪ ಬರೆಯುವುದು ಅಥವಾ ಓದುವುದನ್ನು ಹೇಳಿಕೊಟ್ಟಿರುವುದು || te: విద్యను అభ్యసించేవాడు,form_similar,,,,
B000040,ಅಮುಕು,అముకు,amuku,amuku,,kn: ಯಾರೋ ಒಬ್ಬರನ್ನು ತಕ್ಷಣ ಹಿಡಿದು ಅಮುಕುವ ಕ್ರಿಯೆ ಅಥವಾ ಭಾವನೆ || te: ఒక వస్తువుపై ఒత్తిడి తీసుకొని రావడం,form_similar,,,,
B000041,ಅಮೆರಿಕಾ,అమెరికా,amerikā,amerikā,,kn: ಅಮೆರೀಕಾದ ಅಥವಾ ಅಮೆರಿಕಾಗೆ ಸಂಬಂಧಿಸಿದ || te: ఉత్తర అమెరికా యొక్క ఒక దేశము.,form_similar,,,,
B000042,ಅಯೋನಿಜ,అయోనిజ,ayōnija,ayōnija,,kn: ಯಾವುದು ಜನ್ಮವನ್ನು ಹೊಂದಿಲ್ಲವೋ || te: యోని ద్వారా వుత్పన్నం కానటువంటి,form_similar,,,,
B000043,ಅಯ್ಯೋ,అయ్యో,ayyō,ayyō,,kn: ಬಾಯಿಯಿಂದ ಹೊರಬರುವಂತಹ ನೋವಿನ/ವ್ಯಥೆಯ ಪೂರಕವಾದ ಶಬ್ದ || te: అయ్యో,form_similar,,,,
B000044,ಅರ,అర,ara,ara,,kn: ಅವನು ತುಂಬಾ ದೊಡ್ಡ ರಾಜ ಅವನ ಅಧೀನದಲ್ಲಿ ಅನೇಕ ರಾಜರುಗಳು ಮತ್ತು ರಾಜ್ಯಗಳು ಇದ್ದವು || te: ఏదైనా సంఖ్యలోని సగ భాగము.,form_similar,,,,
B000045,ಅರಚು,అరచు,aracu,aracu,,"kn: ವೇಗವಾದ, ಜೋರಾದ ಶಬ್ದ ಯಾರನ್ನಾದರು ಕರೆಯುವಿಕೆಯಾಗಿರುತ್ತದೆ || te: గట్టిగా కెవ్వుమని అరవడం",form_similar,,,,
B000046,ಅರಿ,అరి,ari,ari,,kn: ಯಾವುದಾದರು ವಿಷಯವನ್ನು ತಿಳಿದುಕೊಳ್ಳುವುದು || te: శత్రుత్వము గల మనిషి.,form_similar,,,,
B000047,ಅರುಚು,అరుచు,arucu,arucu,,kn: ಕರ್ಕಶ ಅಥವಾ ತೀಕ್ಷಣ ಸ್ವರದಿಂದ ಚೀರುವುದು-ಕಿರುಚುವುದು || te: గుర్రపు అరుపు,form_similar,,,,
B000048,ಅರ್ಜುನ,అర్జున,arjuna,arjuna,,kn: ಅಭಿಮನ್ಯು ಸುಭದ್ರೆಯ ಮಗ || te: ఎక్కువగా దేవుళ్ళకు పెట్టే పూలు,form_similar,,,,
B000049,ಅರ್ಧ,అర్ధ,ardha,ardha,,kn: ಯಾವುದಾದರು ವಸ್ತುವಿನ ಅರ್ಧ ಪ್ರಮಾಣ ಅಥವಾ ಭಾಗ || te: ఏదైనా సంఖ్యలోని సగ భాగము.,form_similar,,,,
B000050,ಅಲ್ಲಾಡು,అల్లాడు,allāḍu,allāḍu,,kn: ಅಲ್ಲಾಡುವ-ಹೊಯ್ದಾಡುವಂತಹ || te: చిన్న చిన్న పురుగులు వేగంగా అటు ఇటు తిరగడం,form_similar,,,,
B000051,ಅವರೋಹಣ,అవరోహణ,avarōhaṇa,avarōhaṇa,,kn: ಮೇಲಿನಿಂದ ಕೆಳಕ್ಕೆ ಇಳಿಯುವ ಕ್ರಿಯೆ ಅಥವಾ ಇಳಿಮುಖವಾದ ಚಲನೆ || te: పై నుండి కిందికి వచ్ఛే స్థాయి.,form_similar,,,,
B000052,ಅವಶ್ಯ,అవశ్య,avaśya,avaśya,,kn: ಖಂಡಿತವಾಗಿ || te: శీతకాలంలో దట్టంగా వ్యాపించే గాలిలోని సూక్ష్మమైన జల కణం,form_similar,,,,
B000053,ಅವಹೇಳನ,అవహేళన,avahēḷana,avahēḷana,,kn: ಜ್ಞಾನ ಅಥವಾ ಆದೇಶವನ್ನು ಕೇಳದಂತಹ || te: ఎగతాళిగా గేలి చేసి మాట్లాడటం.,form_similar,,,,
B000054,ಅವಿಸ್ಸು,అవిస్సు,avissu,avissu,,"kn: ಮಂತ್ರ ಸಹಿತವಾಗಿ ಧೂಪ, ಸಾಮ್ರಾಣಿ ಮೊದಲಾದವುಗಳನ್ನು ಅಗ್ನಿಗೆ ಆಗುವ ಕ್ರಿಯೆ || te: కపాలం ద్వారా తయారుచేసే రొట్టె",form_similar,,,,
B000055,ಅವ್ವ,అవ్వ,avva,avva,,kn: ಜನ್ಮ ಪಡೆದ ಸ್ತ್ರೀ || te: బైబిల్ ను అనుసరించి సమస్థ మానవాలికి తల్లి లేదా ఆదాము భార్య,form_similar,,,,
B000056,ಅಶ್ವಾರೋಹಿ,అశ్వారోహి,aśvārōhi,aśvārōhi,,kn: ಯಾರೋ ಒಬ್ಬರು ಕುದುರೆಯ ಮೇಲೆ ಸವಾರಿ ಮಾಡುವರು || te: గుర్రాన్ని నడిపించువాడు.,form_similar,,,,
B000057,ಅಸಲು,అసలు,asalu,asalu,,kn: ವಸ್ತುಸ್ಥಿತಿಯ ವ್ಯಕ್ತಿನಿಷ್ಠ ಇಲ್ಲವೇ ವಸ್ತುನಿಷ್ಠ ಸತ್ಯತೆಗೆ ಅನುಸಾರವಾಗಿ || te: కూడబెట్టిన ధనము,form_similar,,,,
B000058,ಅಸಹ್ಯಕರ,అసహ్యకర,asahyakara,asahyakara,,kn: ಜುಗುಪ್ಸೆಯಿಂದ ಉಂಟಾಗುವ ಭಾವ || te: పదిమందిలో చేయకూడని పనులు లేదా మాటలు,form_similar,,,,
B000059,ಅಸುರಾರಿ,అసురారి,asurāri,asurāri,,kn: ಹಿಂಧೂಗಳ ಪ್ರಕಾರ  ಸೃಷ್ಟಿಯನ್ನು ಪಾಲನೆ ಮಾಡುತ್ತಿರುವುದು ಒಬ್ಬನೇ ದೇವರು || te: అమృతం త్రాగి అమరులై స్వర్గంలో ఉంటూ పూజలందుకునేవారు,form_similar,,,,
B000060,ಅಸ್ವೀಕೃತಿ,అస్వీకృతి,asvīkr̥ti,asvīkr̥ti,,kn: ಯಾವುದೇ ವಸ್ತು ಸಂಗತಿಯನ್ನು ಒಪ್ಪಿಕೊಳ್ಳದೆ ನಿರಾಕರಿಸುವುದು || te: స్వీకృతి లేకపోవడం.,form_similar,,,,
B000061,ಅಸ್ಸಾಮಿ,అస్సామి,assāmi,assāmi,,kn: ಅಸ್ಸಾಮ್ ರಾಜ್ಯಕ್ಕೆ ಸೇರಿದವ || te: అస్సామీ భాషను మాట్లాడేవారు,form_similar,,,,
B000062,ಅಸ್ಸಾಮೀ,అస్సామీ,assāmī,assāmī,,kn: ಅಸ್ಸಾಂ ರಾಜ್ಯದ ಭಾಷೆ || te: అస్సామీ భాషతో సంబంధించినది లేదా అస్సామీ భాష యొక్క,form_similar,,,,
B000063,ಅಹಂ,అహం,ahaṁ,ahaṁ,,kn: ತುಂಬಾ ಜಂಬದಿಂದ  ಮಾತನಾಡುವ ಕ್ರಿಯೆ || te: నేనే గొప్పవాడనే భావం,form_similar,,,,
B000064,ಅಹಂಕಾರಿ,అహంకారి,ahaṁkāri,ahaṁkāri,,kn: ದುರಭಿಮಾನ ಅಥವಾ ದರ್ಪದಿಂದ ತುಂಬಿರುವ || te: మిడిసిపాటు గల వ్యక్తి,form_similar,,,,
B000065,ಅಹಲ್ಯ,అహల్య,ahalya,ahalya,,kn: ಗೌತಮ ಋಷಿಯ ಪತ್ನಿ ಅವನ ಶಾಪದಿಂದಾಗಿ ಕಲ್ಲಾಗಿದ್ದಳು || te: దశరధుని రెండవ భార్య,form_similar,,,,
B000066,ಆಕೃತಿ,ఆకృతి,ākr̥ti,ākr̥ti,,"kn: ಯಾವುದಾದರೂ ವಸ್ತುವಿನ ಹೊರಗೆ ಮತ್ತು ದಿಶೆಯ ವಿಷಯದಲ್ಲಿ ಅದರ ಉದ್ದ, ಅಗಲ, ವಿಸ್ತಾರ, ಪ್ರಕಾರ, ಸ್ವರೂಪ ಎಲ್ಲದರ ಜ್ಞಾನ || te: ఏదైన వస్తువుకు ఆకారము లేదా ఒక రూపము కలిగి ఉండుట",form_similar,,,,
B000067,ಆಕ್ರಂದನ,ఆక్రందన,ākraṁdana,ākraṁdana,,"kn: ವೇಗವಾದ, ಜೋರಾದ ಶಬ್ದ ಯಾರನ್ನಾದರು ಕರೆಯುವಿಕೆಯಾಗಿರುತ್ತದೆ || te: బాధతోకూడినటువంటి భావన",form_similar,,,,
B000068,ಆಗು,ఆగు,āgu,āgu,,kn: ಘಟನೆಯ ರೂಪದಲ್ಲಿ ಆಗುವುದು || te: వెళ్లుతున్నప్పుడు కలిగే అవరోధం,form_similar,,,,
B000069,ಆಗ್ನೇಯ,ఆగ్నేయ,āgnēya,āgnēya,,kn: ಚಂದ್ರನು ಕೃತ್ತಿಕಾ ನಕ್ಷತ್ರಕ್ಕೆ ಬಂದಂತಹ ಸಮಯ || te: నిప్పుతో తడపడం,form_similar,,,,
B000070,ಆಡು,ఆడు,āḍu,āḍu,,kn: ಒಂದು ಬಗೆಯ ಹಾಲು ಕೊಡುವ ಹೆಣ್ಣು ಪ್ರಾಣಿ || te: మానసిక వుల్లాసం కొరకు లేదా శారీరిక వ్యాయామం చేయడానికి అటు-ఇటు పైకి క్రిందికి దూకడం లాంటివి చేయడం,form_similar,,,,
B000071,ಆದಿಶಕ್ತಿ,ఆదిశక్తి,ādiśakti,ādiśakti,,kn: ಶಿವನ ಹೆಂಡತಿ || te: సింహాన్ని వాహనంగా కలిగిన దేవత,form_similar,,,,
B000072,ಆದ್ಯ,ఆద్య,ādya,ādya,,kn: ಮಹತ್ವ ಅಥವಾ ಅವಶ್ಯಕತೆಯ ಕ್ರಮದಲ್ಲಿ ಸ್ಥಾಪಿದವ ಸ್ಥಿತಿ || te: శివుడి యొక్క భార్య,form_similar,,,,
B000073,ಆಪು,ఆపు,āpu,āpu,,kn: ಯಾವುದೇ ಕೆಲಸ ಮಾಡಲು ಉಪಯೋಗವಾಗುವ ಬಲ || te: మాట్లాడుతూ మాట్లాదుతూ ఆగి విరామం ఇవ్వడం.,form_similar,,,,
B000074,ಆಫೀಸು,ఆఫీసు,āphīsu,āphīsu,,"kn: ಆ ಜಾಗ ಯಾವುದಾದರು ವಿಷಯದ ವ್ಯಾಪಾರ ಅಥವಾ ಕಾರ್ಯಾದ ವ್ಯವಸ್ಥೆ ಮಾಡುವ ಕೆಲಸಗಾರರು ಕುಳಿತುಕೊಂಡು ಎಲ್ಲಾ ಕೆಲಸಗಳನ್ನು ಸರಿಯಾಗಿ ನಿಯಮಿತವಾದ ರೂಪದಲ್ಲಿ ಮಾಡುತ್ತಾರೆ || te: ప్రబుత్వ,ప్రవేటు కార్యక్రమాలు జరిగే చోటు",form_similar,,,,
B000075,ಆರ್ಯ,ఆర్య,ārya,ārya,,"kn: ಮನುಷ್ಯಕುಲದಲ್ಲಿ ಉತ್ತಮ ಕುಲವನ್ನು ಪ್ರತಿನಿಧಿಸುವ ಮೂಲ ಕುಲ ಅಥವಾ ತೀರಾ ಸಜ್ಜನಿಕೆಯಿಂದ ನಡೆದುಕೊಳ್ಳುವ ಉತ್ತಮ ಕುಲ ಅಥವಾ ಸಂಸ್ಕೃತ, ಲ್ಯಾಟೀನ್, ಪಾಸರ್, ಮೊದಲಾದವುಗಳನ್ನೊಳಗೊಂಡ ಇಂಡೋ ಯುರೋಪಿಯನ್ ಭಾಷಾ ಕುಲ ಅಥವಾ ಆ ಭಾಷೆಯನ್ನಾಡುವ ಜನ || te: శివుడి యొక్క భార్య",form_similar,,,,
B000076,ಆಸಕ್ತಿ,ఆసక్తి,āsakti,āsakti,,kn: ಆಸಕ್ತಿ ಹೊಂದುವ ಕ್ರಿಯೆ ಅಥವಾ ಭಾವನೆ || te: కావలనే భావనను ఎక్కవగా పెంచుకోవటం,form_similar,,,,
B000077,ಆಸಾಮಿ,ఆసామి,āsāmi,āsāmi,,"kn: ಆ ದೀನ ಪ್ರಾಣಿ ಅದರ ಬುದ್ಧಿಬಲದ ಕಾರಣ ಎಲ್ಲಾ ಪ್ರಾಣಿಗಳಿಗಿಂತಲೂ ಶ್ರೇಷ್ಠ ಮತ್ತು ಅದರ ಒಳಗೆ ಅಂತರ್ಗತವಾದ ನಾವು, ನೀವು ಮತ್ತು ಎಲ್ಲಾ ಜನರು || te: బ్రిటీష్ పరిపాలనకాలంలో భూమిశిస్తు వసూలు చేసుకొనువాడు",form_similar,,,,
B000078,ಆಸ್ಟ್ರಿಯಾ,ఆస్ట్రియా,āsṭriyā,āsṭriyā,,kn: ಆಸ್ಟ್ರಿಯಾದ ಅಥವಾ ಆಸ್ಟ್ರಿಯಾಗೆ ಸಂಬಂಧಿಸಿದ || te: మధ్య ఐరోపా యొక్క ఒక పర్వత దేశం.,form_similar,,,,
B000079,ಇಂದ್ರಾಣಿ,ఇంద్రాణి,iṁdrāṇi,iṁdrāṇi,,kn: ದೇವರಾಜ ಇಂದ್ರನ ಹೆಂಡತಿ || te: సింహాన్ని వాహనంగా కలిగిన దేవత,form_similar,,,,
